"feature","01_INACTvsControl","P_01_INACTvsControl","FDR_01_INACTvsControl","01_ACTvsControl","P_01_ACTvsControl","FDR_01_ACTvsControl","01_ACTvsINACT","P_01_ACTvsINACT","FDR_01_ACTvsINACT","01_AA.CTRLvsEA.CTRL","P_01_AA.CTRLvsEA.CTRL","FDR_01_AA.CTRLvsEA.CTRL","01_AA.INACTvsEA.INACT","P_01_AA.INACTvsEA.INACT","FDR_01_AA.INACTvsEA.INACT","01_AA.ACTvsEA.ACT","P_01_AA.ACTvsEA.ACT","FDR_01_AA.ACTvsEA.ACT","01_AA.INACTvsAA.CTRL","P_01_AA.INACTvsAA.CTRL","FDR_01_AA.INACTvsAA.CTRL","01_AA.ACTvsAA.CTRL","P_01_AA.ACTvsAA.CTRL","FDR_01_AA.ACTvsAA.CTRL","01_AA.ACTvsAA.INACT","P_01_AA.ACTvsAA.INACT","FDR_01_AA.ACTvsAA.INACT","01_EA.INACTvsEA.CTRL","P_01_EA.INACTvsEA.CTRL","FDR_01_EA.INACTvsEA.CTRL","01_EA.ACTvsEA.CTRL","P_01_EA.ACTvsEA.CTRL","FDR_01_EA.ACTvsEA.CTRL","01_EA.ACTvsEA.INACT","P_01_EA.ACTvsEA.INACT","FDR_01_EA.ACTvsEA.INACT"
"CORO1A",0.00927943588111402,0.0292543826851775,0.0631969677237489,0.00996779504204966,0.299837054077719,0.515066714645037,-0.0024331675162603,0.767445088431298,0.924235178775586,-0.0335401199313439,0.454915102643166,0.849905874651083,0.075948713587318,1.51849597990747e-11,1.47708245318272e-10,-0.011731336109025,0.675041715795579,0.849140416898964,NA,NA,NA,0.0113867563497098,0.249164118644128,0.530184836932253,0.034000060051833,0.502462739695009,0.738915793669132,0.0103302067754638,0.128607946733527,0.267378152017943,0.00577197601716881,0.527057976244985,0.826458388818564,-0.00982006582053031,0.370342115279213,0.733215870649031
"COX16",0.0098260225633512,0.0122506129873638,0.033416112779052,-0.000389291805774537,0.640444541641572,0.78683186544536,-0.00314424616715832,0.637667334389168,0.859558332504318,NA,NA,NA,0.0507750219167827,1.71249011024931e-08,3.55798916110051e-08,-0.00748187489038134,0.806853135743448,0.918172084969463,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0107125252699725,0.0238260551008809,0.0941129176484796,-0.000103649409675249,0.413938474403664,0.768945742331336,-0.0113415408233776,0.285696314958186,0.687671010912078
"COX17",0.00589898578456552,0.437845343202983,0.493491239663563,-0.00322977383877969,0.799099203651248,0.881768797740387,-0.00849959205366412,0.20878339349456,0.591474047602982,NA,NA,NA,0.0165892010258449,6.24339664506951e-10,2.28390920007671e-09,0.0387260806423044,0.0588290818437878,0.265578200751585,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0148137373195588,0.0469437182693693,0.14313716202134,-0.00848775247617076,0.128678695697041,0.481461921400324,-0.01522474125992,0.0272939566917377,0.334337821662192
"COX4I1",0.0081411763591622,0.161272138312942,0.217394842445846,0.00277653221488566,0.285064934370772,0.499188376515898,0.0113771751390626,0.302388103027377,0.683585570016564,-0.0174138580426137,0.885612904565253,0.984116624607626,-0.00158291979706818,5.62894730575012e-09,1.34216682276382e-08,-0.00915209328416358,0.769311848772061,0.893196366754494,0.00969213202584565,0.341918675293493,0.540791152183505,0.0156745860564024,0.229907499154067,0.515081224066323,0.0171243319734028,0.40170152108832,0.678748954224588,0.00646745809581403,0.768028698877677,0.836996899945601,-0.00324880141468459,0.946311253170196,0.99115579031269,0.00987341789055754,0.7935188642102,0.900617254086602
"COX5B",-0.00578049405218681,0.315771686158829,0.377358362537324,-0.00664209126047151,0.102000964060549,0.306002892181646,-0.000984952949685251,0.69274520444025,0.88027177252121,0.0024219733790489,0.993680225115609,0.996865097632005,-0.0150258922876471,4.00338267171674e-10,1.63966295071270e-09,-0.0171800229798452,0.114472393871951,0.362130431561862,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00587258189656865,0.250109834971008,0.403987818940159,-0.00454055547307067,0.172153324228983,0.539883980212063,0.00459233506113912,0.823044770916136,0.917085590646168
"COX6A1",0.00683214119096871,0.0111904423782701,0.0311667692684052,0.00260761928851841,0.147634895754029,0.367425753419996,0.000753064028557515,0.842379063390064,0.950804091351161,-0.00885097496000124,0.797783742532619,0.951231049507369,0.0642394177053998,1.0866300287937e-09,3.51002001753737e-09,0.00283456818001744,0.00292870950707956,0.0582409488621624,-0.00944182269190437,0.158387956840729,0.365451237003242,-0.00702392388001434,0.091480586830795,0.359353499748811,0.00704516154950816,0.523377674804362,0.753102740185373,0.0150571982162794,0.0237331759737361,0.0941129176484796,0.00715934617436483,0.550000730382992,0.836588189613456,0.00233604408878976,0.45855051826555,0.764250863775917
"COX6B1",0.0130663729109417,0.000151065012400806,0.00191834072655819,0.011570743910172,0.0293556254120914,0.151254163467345,-0.0014140538477008,0.983652892871511,0.989854991817737,0.0868138642130558,0.0378740926127475,0.333932140501126,0.123424154973832,9.13349948800815e-13,2.7416099237289e-11,0.0293017447228109,0.521553325470502,0.755851683559617,0.0239108571508727,0.0403588195300536,0.192825471088034,0.0270721968944659,0.216752110819333,0.502519819113479,0.00198980064895141,0.697011109738809,0.843839115906548,0.0154915587071243,0.0294262639981879,0.107896301326689,0.013263420001295,0.246703143454506,0.612797028351444,0.00147249777190479,0.972119582562565,0.985406661802013
"COX6C",0.00541515742699679,0.00124202572740409,0.00709428254466406,0.00210434907737994,0.173680318312888,0.401279302609478,0.00275489152681797,0.545865698794027,0.82437692764165,-0.00311295014265027,0.750720717787823,0.951231049507369,0.0183975374660052,4.63000984218763e-12,6.39240068534292e-11,0.0389292773503381,0.457493498529824,0.722156824326141,0.0106686498450871,0.0369151405586885,0.183703065022778,0.0190988345303609,0.225659811622506,0.51269168271965,0.0247210983246904,0.377004045107437,0.654520911644856,0.00607855256564005,0.0973636018789452,0.227443467830117,-0.00153978845124095,0.973952303984457,0.996313634508831,-0.00563988851944809,0.504842249221887,0.784948810026681
"COX7A2",-0.00696205465986802,0.205999217687707,0.263960974755731,-0.00903823687985093,0.357095233328024,0.56987981566163,0.00729857192603493,0.26756633453482,0.650969313898739,-0.0197530441894971,0.238276577560566,0.669815359739663,0.0538099234042691,6.29119651657076e-13,2.56441153246884e-11,-0.0269474330633928,0.541759776044503,0.765968086594824,0.014043384777997,0.555597101767606,0.691572181937046,-0.0385927591904913,0.0461220160629942,0.272061512472852,-0.0182508569624975,0.228045463810371,0.554258140377786,-0.0182488922116988,0.0126848781981831,0.0665727202210542,-0.00206778666386913,0.062050622698595,0.339398102942315,0.0171257751109331,0.0313369810463512,0.350601867152246
"COX7B",0.00407663048820817,0.423715127340767,0.479167778234357,0.00738631950387653,0.188604950871935,0.419412761780273,0.00148363394041932,0.867037111361837,0.962454438570043,NA,NA,NA,0.0624552242198082,1.11592473680064e-08,2.44304750563005e-08,-0.0176799665108949,0.0394311532956816,0.225689287819023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00631283426466646,0.38820636021589,0.53547829686922,0.009045175399644,0.140656155853828,0.500847881131264,0.00283852760269044,0.13735491721832,0.532604246531885
"COX7C",0.00351591306640386,0.460593964649616,0.50809968282682,0.00639324469444741,0.75462568189694,0.861475335970843,0.00860916925997873,0.678848993954637,0.874909456979682,-0.0361584349875428,0.59956438285905,0.904403141372929,-0.0308814489519277,7.18639180555737e-07,1.14554029526203e-06,-0.0128458871104621,0.218484346235061,0.512131042350132,0.00180880476683795,0.263990146174289,0.47476086567578,-0.00681978645943784,0.826893835022739,0.908803130001407,-0.00712385770153415,0.0244313264598677,0.222102967816979,0.00566361012604319,0.790590364707681,0.844604591867201,0.00999099176471244,0.590943485078136,0.859848999749113,0.0160139005052257,0.0702517154476562,0.433806562752605
"CRIP1",-0.00947246958051704,0.00432872970928676,0.0161191371494988,-0.00918991028501806,0.0335951576614386,0.159525472576402,-0.00498022745156459,0.281917459028213,0.66167685971916,-0.00929457536078526,0.101582165573236,0.467576732712101,0.0588146989094086,8.21879929064051e-05,0.00010438118980398,-0.0163191455936058,0.363547521603639,0.639121203844859,0.000506629751757956,0.0508967541432229,0.217162903767099,-0.00638450714673566,0.761869381631084,0.885364418553828,-0.00125513565753856,0.241998505202378,0.565417068229854,-0.0188831997897164,0.0104388387214301,0.0612929111413699,-0.0123656361804947,0.025483683078189,0.256146037621519,-0.00753721717222937,0.303856938622187,0.700109899933307
"CSKMT",-0.00115014634361264,0.711582528024681,0.738993257147357,-0.00139207898825087,0.715313359712696,0.828493189531791,-0.00110967789245062,0.793599546575224,0.928581287634939,-0.0155638525854305,0.134721197270276,0.514240667629224,0.335347922370766,5.42820569612929e-15,1.99359568402055e-12,-0.00821707222372804,0.218280056322843,0.512131042350132,0.0039554722735495,0.661250389193786,0.778038393255375,-0.0127950303264973,0.757510326132707,0.882499529944604,-0.0169551634282629,0.353164307229251,0.640104786003266,-0.0046926532692616,0.358803886336094,0.514522404663475,-0.00140481176134969,0.925001470155406,0.981747459259583,NA,NA,NA
"CTSS",-0.0118376094720433,0.000165309231001166,0.00198961467312118,0.0159981927144873,0.0518781653735546,0.199769651736972,0.0215060364205177,0.00140823545220241,0.0624317717143067,0.0368686555873216,0.555374472923275,0.869161050124925,-0.0192879865269379,1.19606651537615e-09,3.79197384134068e-09,-0.0354815602416373,0.269085416824162,0.551750845338516,-0.00975296341105518,0.377038590778283,0.573581455452419,0.0195540177635488,0.391547166978312,0.670480774122333,0.0162894917425665,0.0397799943927789,0.265108184532029,-0.0135920780115077,0.000891966290251357,0.0150471263887407,0.0201642236027169,0.0770252139801302,0.368835942567054,0.0236390934337287,0.00183765095661528,0.138436372065017
"CUL3",-0.00734799493097868,0.13642098302832,0.191957708895799,0.00615859514754818,0.419284383487909,0.622380573774875,0.0101602801808772,0.239848122724433,0.635876418385705,-0.0482078066570551,0.0868813721567232,0.433996725018855,0.0404013356326305,2.66159479567613e-05,3.54327394261084e-05,0.0045283674400089,0.0254628871562397,0.190018960614932,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0138299960983991,0.0870366291967842,0.213055861329593,0.00560421235548085,0.809712302149013,0.951435843544828,0.0121271477131971,0.200093262105363,0.610387100960658
"CXCR4",0.0298091317895766,0.249245168627761,0.311094895657613,0.0450272586558023,0.131836584275545,0.341275974010942,-0.0110515768744137,0.910861691179089,0.968455419148232,0.0491785175959917,0.53576238241569,0.863402730231107,-0.314342955593063,2.95966275452898e-08,5.75788935881093e-08,0.152091879463416,0.358430154766452,0.637107218211176,0.000650077675916849,0.493860371586334,0.656168415057124,0.0267518131766331,0.643116085155742,0.835879256671519,0.0101504124540683,0.129856211400661,0.420897457545791,0.0653178833758965,0.13963993644321,0.283521272825116,0.0483870693776282,0.150794801016201,0.516806232596665,-0.0693127951799621,0.104669115010929,0.491259027937128
"CYBA",0.0268805599217639,0.000902489256928089,0.00568483887074329,0.0155137419040494,0.379996130897046,0.592256786765959,-0.0277659526383503,0.157284378381755,0.568799734972852,0.0302743206638809,0.861090324714598,0.978298626626748,-0.00623156803598535,2.37179012191432e-10,1.06855386545192e-09,0.062104158936415,0.317243460272499,0.604194576248145,0.0152983660667736,0.256478060337975,0.468394295520703,0.0270010560137001,0.16601951902734,0.463264047106232,0.0241014378581129,0.60830953291995,0.795558803893854,0.0335724452265739,0.00597798322077009,0.0446955178349763,0.0105418365537107,0.287711918096919,0.648733944424548,-0.0514365569064358,0.0244280043372112,0.334337821662192
"CYCS",-0.00551897062228474,0.108049767333774,0.162194973681433,0.00368623757257818,0.524685696651867,0.716721297252641,0.00941671386615774,0.424303272291076,0.752431136196175,-0.040626093777521,0.316045997021482,0.737594916550294,-0.0200664864895301,1.50802338016933e-06,2.30924510451691e-06,0.0214508869923467,0.633792865056891,0.823780536691244,0.0135848419719037,0.473374324333197,0.644208255944662,0.0306296181226367,0.0350647439217793,0.260729520419073,0.00901414369982445,0.823356633908046,0.930586755774994,-0.0167868137500168,0.0392981468448291,0.129356400030896,-0.0057634049876964,0.490128572724494,0.808575287276236,0.00801506828783542,0.596790006689439,0.825425590647572
"DAZAP2",-0.011787821800393,0.0300459922282782,0.0640854391198086,-0.0128817540175418,0.0953334556050684,0.291652547977561,0.00559983655762142,0.566972695571944,0.826462506594803,0.0470546315834308,0.046198903247228,0.360800229048113,-0.00432121166349071,5.33733508137363e-07,8.68585328831907e-07,-0.0304063088266099,0.560671876098075,0.775877762732002,0.000116456278431876,0.69854203064083,0.792351032357584,0.00997311079555774,0.958481516023456,0.983815829222314,0.0147754348061969,0.0935679849202122,0.374271939680849,-0.0182613022727177,0.0175342990742691,0.0789497714794811,-0.0154771066274193,0.198738254899551,0.575262099299864,0.000249077908573744,0.970943657408674,0.985406661802013
"DBI",0.0150693740859217,2.73181840896784e-05,0.00070817138755551,0.00380799001031143,0.440139006415453,0.645203770768108,-0.00751539034708232,0.327146622335636,0.692274326764808,0.00485834212571073,0.67642084871468,0.948854579692163,0.0503182095483558,4.99197592729265e-10,1.92483396115429e-09,0.0109608114158014,0.616893215162148,0.813379635856823,0.00565565437525298,0.0495017628582946,0.214810402128196,NA,NA,NA,-0.0130189169304776,0.155069153416663,0.461515337549593,0.0245475236348565,0.0007208276599839,0.0133276433303406,0.0099291220977401,0.209871396781791,0.583602568341496,-0.0102757767796604,0.373517167510493,0.735738508151477
"DDX18",0.0123339373874658,0.000224171063976693,0.00239827455746494,NA,NA,NA,-0.00551787991677696,0.00848234553567553,0.182943560472137,NA,NA,NA,0.00060402299872786,1.22238757170919e-08,2.61590940345766e-08,-0.0205869590401026,0.0343712833125991,0.213755522954608,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0170174347517595,0.00704095503135673,0.048948719377992,0.0026032806144634,0.543392390549415,0.834727731570243,-0.00582790166977429,0.0435132106700348,0.393359424457115
"DDX21",-0.0181293896249177,0.0197908499741246,0.0466399751138461,-0.0273498484336161,0.00126506548948099,0.0164735902038582,-0.000536650542771369,0.822568917887142,0.940415467727707,0.051998562640255,0.053487802208105,0.379932433007274,-0.0587687155703978,0.00455467392108505,0.00509647173392,-0.00914544604708171,0.89310290871902,0.961978203757265,-0.00493151622937985,0.888949751269963,0.924918344476235,-0.0328074139837232,0.0663483782906423,0.31695778826557,-5.4099551967478e-09,0.0489046475353194,0.281651706392422,-0.0306872512419858,0.000779134856814125,0.013817718174928,-0.0264196324222996,0.0130136355392937,0.180692665180486,0.00884951879266051,0.359335631703274,0.732879876145587
"DDX5",0.0104338119779525,0.011435799485635,0.0315890526775328,0.034499379842737,0.0014577442770904,0.0181982914591608,0.0101697482741121,0.300829787686922,0.683585570016564,-0.0260964069966668,0.479916714962434,0.849905874651083,0.0494732175627262,2.18962312114045e-10,1.01314453605201e-09,0.285769141087867,0.0172105672017651,0.148335622031873,0.0171761551331301,0.0522385928647887,0.218961366462502,0.0616256790056863,0.0448890628344447,0.271666276374691,0.0219170244529581,0.257764926672358,0.583178567132031,0.0106781404392048,0.242886897785798,0.399751352605792,0.026728729571751,0.0668901966467408,0.355033930931168,0.000730320146123592,0.77660011248371,0.89546747663938
"DDX6",0.00103026521934094,0.464767183114685,0.511851440227611,-0.00532491428987064,0.0857823049910502,0.275787169587958,-0.00488263644101326,0.37427514709619,0.737315636224911,0.0318309891362067,0.371453025278013,0.796334225424781,-0.0240427712843914,4.72719572901989e-06,6.82374290732045e-06,0.00863437965575697,0.564734858498331,0.777307578133838,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000387193837945998,0.26242640398999,0.418325412229266,-0.00390431240717285,0.468966860435498,0.798778598944518,0.00174593864209892,0.932972214398894,0.972560163793369
"DENND4A",-0.0255351944252395,0.00020702042850477,0.00228740604610189,-0.0216220365300075,0.161975087391098,0.389650428406236,0.00967824883969076,0.320924747960648,0.692274326764808,0.00953522365397064,0.794690409390684,0.951231049507369,0.108308001023788,2.49856720914189e-08,4.99713441828378e-08,0.0614704561093392,0.00170414669951648,0.0432283801283129,0.0109793646139563,0.00658886096895427,0.0916626834798639,0.0259433232419771,0.19608569128953,0.478142620068993,-0.0079646085905769,0.833675999095315,0.936714605725073,-0.061960294850733,8.85076313389384e-05,0.00427295175741875,-0.0439585362941646,0.0278266762409924,0.266692835123848,0.0217076238208508,0.200002937817873,0.610387100960658
"DLEU2",-0.0094006501082449,0.0027865694740066,0.0118870115536737,0.00220669298119686,0.615752929939304,0.77491444998602,0.00541832429112048,0.409485939326216,0.749764696608462,-0.0589552116645496,0.0903361931543009,0.43837563499684,0.0332999564078333,4.82469367332366e-10,1.88581633989272e-09,0.110933543563998,0.35959062417023,0.637107218211176,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00998082010963966,0.0282228488700158,0.104810494307879,4.83124891068193e-05,0.945874650501618,0.99115579031269,0.0165798398909549,0.138411712718036,0.532604246531885
"DOCK8",-0.00766650227414369,0.069914651494213,0.117863883203382,-0.000598055562400779,0.0279641469512074,0.14624493067726,0.00483113513955458,0.435392790956304,0.760270125127201,0.0132676052265507,0.0605044298435816,0.397949148251857,-0.0915193707715632,0.000284627488048225,0.000343640521536362,-0.0095499124283837,0.586077868176941,0.792758842651176,-0.00577822848430078,0.0372972603143154,0.183703065022778,0.00744069273295432,0.200251831125558,0.481017285074793,1.73175326148751e-08,0.132408855940403,0.422849991333764,-0.0051182042824966,0.318996662115791,0.471442345882011,-0.00490520562516533,0.250546119427217,0.615286728661397,-0.00584827204914926,0.383432653080539,0.736732858012151
"DRAM2",0.00272087774919283,0.549877319220148,0.588281449451396,NA,NA,NA,0.00174943443938163,0.87058650694092,0.964518326612603,NA,NA,NA,0.0215310286110125,3.38975072818666e-13,1.93441774888519e-11,-0.0149953463699706,0.276705238582915,0.557988321186503,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00411004368393528,0.410389641224129,0.546210367455106,0.00275957732218177,0.868765292394018,0.964654681759192,0.00383318889561425,0.71230790483211,0.867839152027922
"DUSP1",-0.00466252164410065,0.0860286785829109,0.137401254419152,0.00568259998314866,0.789694603446109,0.874425784073374,0.00608948946321741,0.455674000071471,0.772123739610982,0.0043131646958058,0.374478087189839,0.79735810401646,-0.00685940784553594,8.9945410617708e-08,1.6209109787107e-07,0.0300938688979736,0.74100136633207,0.882604233296722,-0.00249351862978923,0.671104413806343,0.781212224369144,0.00699328398330289,0.0170746038251019,0.194623042461875,0.00757563049599078,0.28659715233977,0.60310764249446,-0.00299257712542027,0.269565651239553,0.423603166233583,0.00610664935964801,0.803758908717064,0.951334314907738,0.000347496355850421,0.972326042397561,0.985406661802013
"EAF2",0.027170226207994,0.000155518308583497,0.00191834072655819,0.0197242318908058,0.00345548047144095,0.0318397843439916,-0.00623383924754066,0.154254582860555,0.568799734972852,NA,NA,NA,0.00667279901616904,8.51137009604894e-11,4.8897535585355e-10,1.80169625284598,0.0306049829298861,0.198660747183935,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0412584760368351,2.62424166720912e-05,0.00207315091709521,0.0241989318601524,0.00349223969082074,0.104403795542252,-0.0108631982257704,0.17976134225512,0.578718851134718
"EAPP",-0.00323440613304832,0.00975383952975171,0.0284740787931962,0.00463024822546805,0.864520117671587,0.920410689240452,0.0104372190966784,0.305386613677646,0.687928457232028,-0.0404285077003959,0.0418889021578461,0.345032273036995,0.0471827076192361,1.50669685915132e-09,4.62269717359687e-09,-0.0383142787016657,0.109258842254546,0.352520441038934,0.00436109858587071,0.0674218638600406,0.23977850831428,NA,NA,NA,-0.019777733699563,0.474914056189691,0.732892062021128,-0.0069518867637083,0.252902344682814,0.407740514896782,0.0128383073900021,0.229929485001825,0.602938576893405,0.0308166165675409,0.00117957120888072,0.138436372065017
"EBF1",-0.0184518321541294,0.000559724252297664,0.00433625455228305,0.016400510349885,0.152831173144096,0.376723974565384,0.0229439146109003,0.0223469859501885,0.25106620078545,0.085805059535159,0.0863475222943956,0.433996725018855,-0.0559272681489905,2.58213199510133e-12,4.38236220862602e-11,-0.0598283975497394,0.239219052048463,0.532971626093382,-0.033896598843009,0.199826758126831,0.410937788161339,0.0361826768284384,0.461431683251926,0.715030319723735,0.0109340061089033,0.181228952497623,0.489807979723306,-0.0157730566462525,0.0081509696471931,0.053726496003507,0.0303600996795682,0.208189504009504,0.58260783680179,0.0237598114119322,0.0141017419270793,0.295081811824899
"EDF1",0.00377142180404197,0.7675838182781,0.793483885766011,-0.0104803542788781,0.298197692177226,0.515066714645037,-0.0158283221742567,0.1398383319877,0.555103493970836,-0.037021139068211,0.0847735340304453,0.433996725018855,-0.083089058308028,0.000302060231714986,0.000362133835221327,-0.0473332024631631,0.0398431210613192,0.225689287819023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00426533944831488,0.744190356228196,0.822101951111058,-0.0093329412233332,0.153006181370943,0.519853192191706,-0.0177033120369207,0.0266161229897016,0.334337821662192
"EEF1A1",-0.0288860516947939,0.00192526949910685,0.0092687974457001,-0.0897081525289389,0.000435848934694641,0.00889160570587809,-0.0499469561869217,0.0722121452973894,0.379755880598157,0.0498861939922558,0.262281416417868,0.688367834089605,-0.00391174313868137,1.91939709357411e-09,5.5319997040385e-09,-0.0413603983517471,0.647605052895518,0.834809333756032,-0.0132981949366302,0.2006905477067,0.410937788161339,-0.0755828495496411,0.0720861030607553,0.330327128641349,-0.0769744370086003,0.15750676308979,0.463255185558207,-0.0306108650418139,0.0101592335320375,0.0604683146530177,-0.0760839468951722,0.0458169135046508,0.312073693871301,-0.0141885867403155,0.362734000219409,0.732879876145587
"EEF1B2",-0.00476537944469664,0.0178809650487211,0.0433516922404244,0.00258108294436363,0.944692301234467,0.967184975073383,0.00849620718859949,0.193672211927752,0.591474047602982,-0.0616184150684722,0.190407744789276,0.624058891298884,-0.0378405513613674,9.35479949701583e-13,2.7416099237289e-11,-0.0279662068567803,0.0322324399875565,0.205910895049618,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00620964466145746,0.160269254783336,0.311472697843509,0.000513384291377539,0.797331470953805,0.946831121757643,0.00193983203385098,0.379163756348429,0.736732858012151
"EEF1D",0.012590252055006,0.000116933188923034,0.0016419368611276,0.012131348850548,0.106325141864343,0.310549659633968,0.025327970946007,0.205268969454384,0.591474047602982,-0.027481884776815,0.867274011894536,0.979988323909711,-0.112969031783954,1.16540862094463e-06,1.80395981831573e-06,-0.172564791515489,0.0366065749456212,0.215900068362078,0.0188889730572181,0.0295131578423216,0.180548622530085,0.0270098428556607,0.24699928210799,0.528441649254298,0.00871321626396851,0.290652269945696,0.60310764249446,0.00978566895242267,0.0405579618246546,0.132376396598674,0.00836907352957172,0.30922846171039,0.667120366598311,0.0293062035166289,0.307829353911539,0.700109899933307
"EEF1G",0.00696482131645032,0.139547081135102,0.195134300176471,-0.0227808641556227,0.610513756705337,0.769605289397281,-0.0380725198171951,0.408154420252943,0.749764696608462,0.0634920496890193,0.00368002494934195,0.169551546081489,-0.0781772770529119,2.50557057492326e-10,1.11706688131995e-09,-0.0493925602150691,0.00151254520516282,0.0404698070747223,0.00602209787689831,0.0028735660815084,0.068643598540912,-0.0196347116645707,0.235740649084088,0.523119726062785,-0.0377653293918828,0.277343997326958,0.595158792547119,0.0192096631691294,0.313982631887477,0.469622903804161,-0.0306498281976687,0.211263426842012,0.583669110382396,-0.0526041016036142,0.380957691081189,0.736732858012151
"EEF2",-0.0131555938830575,0.00260782687796016,0.0114134760762672,-0.00850779285677775,0.633587683337955,0.784893979506445,-4.23666584636467e-05,0.385166252498464,0.742421906989793,-0.0282792985914133,0.766667501992597,0.951231049507369,-0.0446938417727927,8.3710045838671e-11,4.87125796153813e-10,0.00351859018136828,0.264286855608551,0.548057997358376,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0155646899498988,0.00226138283832339,0.0258843480973148,-0.00533630770010808,0.660816976882145,0.893464152263874,0.0117851358072887,0.0945492836469729,0.480684301037125
"EIF1",-0.0704969550238856,0.00952103339165588,0.0281455109911231,-0.110484257042141,0.00135262224772929,0.0171627806515159,-0.014614995416628,0.351924039526763,0.710643967697232,-0.0575628350826981,0.652883663135686,0.930991282740181,-0.149453323518105,1.48726808333298e-10,7.31667516858062e-10,0.0488101283349696,0.162729518338025,0.433287091302946,-0.0757920862867677,0.0576888181478716,0.223809159687143,-0.180842133537347,0.00326035226574125,0.0729792441261402,-0.0316244941020755,0.0827370984028381,0.348188296506502,-0.063117818416792,0.189149208678614,0.339890990257674,-0.103643256325196,0.0347096370676197,0.286728073409932,-0.0303357286062013,0.367903290779521,0.732879876145587
"EIF1AX",0.00409653412522708,0.314740859090694,0.376794563103247,-0.0019611892060689,0.253319138680505,0.474743373701478,-0.00878620316421259,0.0762868418205968,0.38775095396711,-0.0181684408943634,0.0702094443437342,0.409642433960161,0.00948529583427887,2.16929439044915e-11,1.83509529477307e-10,0.000180152238922933,0.645419557872684,0.834626403918582,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00339153427476767,0.599561675909394,0.715685571930307,-0.00337704859964003,0.790180352648778,0.943499890965157,-0.0105153479893121,0.267792210535505,0.674597362101734
"EIF2AK3",-0.0624958659155983,5.97075604118617e-07,5.03036196469935e-05,-0.0500549729856277,0.000767798708307805,0.0123807541714634,0.00326106070333215,0.948099446686497,0.981220325829471,0.0929521265906944,0.147941773034927,0.541286996766746,-0.0585922448418572,3.12070000889094e-07,5.24115755236229e-07,0.0359146006414022,0.830009426951125,0.929778127546612,-0.0599799948895638,1.31666897703107e-05,0.00475450891697881,-0.0867310487612419,0.000373314605041286,0.0290778160350404,-0.00364247602995228,0.58591097966759,0.783303448753462,-0.0570004332897891,0.00601769342542258,0.0446955178349763,-0.0301555422151217,0.179550487776796,0.55202077736899,0.0121654576685424,0.547611705199659,0.806781260594022
"EIF2S2",0.00996723800947107,0.00638200468315896,0.0215073557822457,0.00375534478319912,0.503857554846884,0.702092349161635,-0.0140889817675111,0.0171757369627241,0.224692427807439,NA,NA,NA,0.0620601922448868,1.17264382027733e-07,2.0912148128279e-07,1.52790853508549,0.020314322870092,0.16307343823972,0.0269448044309687,0.0362066058425408,0.182188559186402,NA,NA,NA,-0.0482106167149907,0.0244199112432031,0.222102967816979,0.00802736932100663,0.18872811900482,0.339890990257674,0.00623052992003446,0.469617905092987,0.798778598944518,-0.00765124225243545,0.380012644696764,0.736732858012151
"EIF2S3",0.00128183890532758,0.102171669437486,0.157582849429898,-0.00016274629149949,0.835745228892487,0.904202288650495,-0.00830269043333548,0.247937964529684,0.641532988603613,0.0417709123396041,0.196431792336055,0.633846917537993,0.00327756437071846,8.68731238887021e-06,1.21707682567478e-05,0.104050688189741,0.0278811909287472,0.198660747183935,0.0108129356976718,0.503092287277102,0.661007366339081,0.00421304502320677,0.550975544208305,0.771034845648859,-0.0110237575950043,0.466323162645176,0.728586881635315,9.18974470540471e-05,0.653712697542079,0.758997405332165,-3.29373353301909e-05,0.952039728551057,0.992357099153796,-0.00755819723581896,0.505701534247277,0.784948810026681
"EIF3E",7.11881996642572e-05,0.0386696862809939,0.0757656062598543,-0.0280003160838959,0.00154154401830662,0.0186430479713957,-0.0141262792157089,0.182796478449199,0.585829677921528,-0.038817491129297,0.585580019391289,0.889740514900357,-0.014142169952879,7.52803798334023e-12,8.5724615956119e-11,0.047852229914277,0.0981190027754038,0.347214664660058,-0.00193584071131495,0.0100739032326574,0.110812935559231,-0.00299467134919087,0.653067064683499,0.83801058950086,-0.00855612396630216,0.381994819237952,0.658611757306814,0.00222499601293819,0.73185416387936,0.814840953021525,-0.0514273503816181,0.00116748748208901,0.0702438301723557,-0.0192694909499154,0.168347028669052,0.562816989337363
