"feature","01_INACTvsControl","P_01_INACTvsControl","FDR_01_INACTvsControl","01_ACTvsControl","P_01_ACTvsControl","FDR_01_ACTvsControl","01_ACTvsINACT","P_01_ACTvsINACT","FDR_01_ACTvsINACT","01_AA.CTRLvsEA.CTRL","P_01_AA.CTRLvsEA.CTRL","FDR_01_AA.CTRLvsEA.CTRL","01_AA.INACTvsEA.INACT","P_01_AA.INACTvsEA.INACT","FDR_01_AA.INACTvsEA.INACT","01_AA.ACTvsEA.ACT","P_01_AA.ACTvsEA.ACT","FDR_01_AA.ACTvsEA.ACT","01_AA.INACTvsAA.CTRL","P_01_AA.INACTvsAA.CTRL","FDR_01_AA.INACTvsAA.CTRL","01_AA.ACTvsAA.CTRL","P_01_AA.ACTvsAA.CTRL","FDR_01_AA.ACTvsAA.CTRL","01_AA.ACTvsAA.INACT","P_01_AA.ACTvsAA.INACT","FDR_01_AA.ACTvsAA.INACT","01_EA.INACTvsEA.CTRL","P_01_EA.INACTvsEA.CTRL","FDR_01_EA.INACTvsEA.CTRL","01_EA.ACTvsEA.CTRL","P_01_EA.ACTvsEA.CTRL","FDR_01_EA.ACTvsEA.CTRL","01_EA.ACTvsEA.INACT","P_01_EA.ACTvsEA.INACT","FDR_01_EA.ACTvsEA.INACT"
"OAZ1",0.0127763681726969,0.115246357163849,0.169969463300732,-0.0101766642405898,0.600285817303291,0.761674135397946,-0.0316333274430639,0.0291643566887173,0.273801842795252,0.00231399452246922,0.955339160313848,0.987322337241211,-0.0269794062729566,2.07479154941132e-12,4.03641265067292e-11,-0.0555238826176308,0.00200915647055414,0.0486934699967754,-0.0206677805925725,0.135843819584482,0.345782328980183,0.00421229645593962,0.91565618648518,0.962199609389667,0.00359458083002698,0.694136786935292,0.842399013270985,0.0317929859081429,0.019304189248382,0.0831746009675727,-0.0159710560140474,0.490652269354167,0.808575287276236,-0.0469658754333264,0.00629518306362764,0.207718557277182
"OSBPL10",-0.0192477231734167,0.0465014979885024,0.0870611379006961,-0.00695935274648728,0.832217151104988,0.903416654916214,-0.0019365030272916,0.955205886940681,0.981220325829471,0.136066184136377,0.0983666141301077,0.45612963292924,-0.0350642658148795,3.94235852928156e-05,5.18380783573735e-05,-0.0139265226220667,0.768247674904404,0.893196366754494,-0.0207643902673528,0.194585173460634,0.410937788161339,-0.0050680226969997,0.294805053034523,0.563029322598721,0.000809418373409421,0.434418088964643,0.698421364894925,-0.0206861818398045,0.181019376659344,0.335353573855518,-0.00311762634592948,0.896236129197395,0.975916637977857,-0.00744137863008467,0.817300326261526,0.91431824527765
"OST4",0.0133922727390711,0.00486417320350519,0.0176260899954973,0.00828651867979688,0.189377960027352,0.419412761780273,-0.0113539654856652,0.162926063055454,0.570499208309866,-0.010027586058409,0.348403834925564,0.766075279351734,0.0914371092662206,3.647556194092e-12,5.29204763075042e-11,0.15257525873542,0.179260096606191,0.451028270589429,0.0346156152464154,0.0052345496206283,0.0837738805275994,0.0418119304103639,0.018298617225298,0.194623042461875,-0.00121648496514026,0.875245861609484,0.951354197401613,0.00982374324755805,0.277889591306995,0.433547674768006,-0.00267080679832404,0.961472563032887,0.995482586773056,-0.0159250537121559,0.138086836044517,0.532604246531885
"PABPC1",-0.00579125814576262,0.0205536837299504,0.0482689297351449,-0.00357049712582491,0.500120635625455,0.699988014419715,0.00180114415486241,0.927813768551029,0.971337962771086,0.0342155317942594,0.000191921661474482,0.0240285920166051,-0.0838553704183576,1.16756808607557e-08,2.51747678005212e-08,-0.0286602947298246,0.652286070946192,0.835932032509313,-0.012172002550763,0.166698668646264,0.375896190604586,0.000961785151944256,0.135865038848823,0.425191273378626,0.00586756107039549,0.620942181665487,0.807203340003746,0.000199129932795888,0.399497148516908,0.539911387342446,-0.00206472047685415,0.906121436154263,0.978171778369423,-0.00514074875979542,0.500710556240834,0.784525195621349
"PACS1",0.0241520347874005,0.00105602626925722,0.00641226761693122,0.0209086349407434,0.035318231170444,0.163010657402629,-0.000232451799737382,0.783351208592275,0.927254824676074,0.00768721422311253,0.473116228599774,0.849905874651083,-0.11557584991831,7.85663706163857e-05,0.000100227739564271,0.159648979082757,0.0731783306101386,0.28579251269897,0.00998571849165243,0.0640949190672907,0.233547522909099,-0.000510959207159767,0.998800122572199,0.998800122572199,-3.26432808532775e-09,0.277085595301854,0.595158792547119,0.0244850217547872,0.0154941596672408,0.0727806743288231,0.0298568334837117,0.0181010414382481,0.214968234921122,0.0132824929926293,0.516038757524267,0.785943001368726
"PAIP2",0.00169739807351676,0.0154771392416291,0.0390696323927265,0.00366640282899486,0.0563596642577039,0.20772561969268,0.00697412020429006,0.262197768070813,0.643796365909257,-0.0145174567287076,0.0873539734063509,0.433996725018855,0.0726653099771159,1.86422056186423e-12,4.01706936208456e-11,-0.0238020018534189,0.442246381750298,0.717139470956535,0.0106839850503469,0.199400428050143,0.410937788161339,0.0126299079599178,0.574788752071455,0.792460232145852,0.035746473193021,0.306807749184813,0.614867960701152,-0.00125031548567039,0.0894235548846009,0.215858525540884,0.00579161230188332,0.286309282663981,0.648733944424548,0.00388150914404638,0.758634132822318,0.890021899455248
"PALM2-AKAP2",0.00291132609672386,0.425552139511884,0.480439098879414,-0.0143808721392376,0.10484405177319,0.308552456549236,-0.0120727397656406,0.164163072232457,0.570499208309866,0.0492508208402604,0.631404583087186,0.922029792471065,-0.0643741358470709,0.00250569108952555,0.00285222283594929,0.015586740834768,0.176004798752331,0.444878489012227,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012073288087637,0.0915227000953761,0.218497874678247,-0.0188193012457748,0.0355680594880646,0.287464241981895,-0.00877454435288747,0.560961127143044,0.81107606474668
"PAN3",-0.015428793923107,0.000363292739187152,0.00317999098976806,-0.0125574008564472,0.192287875476455,0.419412761780273,0.00462770373340859,0.755086804905117,0.923488239548099,-0.0234770499164786,0.465734291915058,0.849905874651083,-0.0140007574150803,8.69535103189998e-09,1.95360117672083e-08,0.0226904200836316,0.767639890118231,0.893196366754494,-0.008967374226291,0.0527729297605185,0.218961366462502,-0.013385942170219,0.423745888084828,0.692120488956311,-0.00249803338407677,0.903124192558671,0.964298961994807,-0.0201548062267894,0.0038553625120834,0.0360248389569944,-0.0123514119246471,0.228101348406583,0.602521366644707,0.0115879789120634,0.0593087149765375,0.428273192496658
"PAPOLA",0.00602061827459775,0.0055056486014196,0.0194283097243812,-0.00405650093976144,0.807941276743696,0.888276346874462,-0.0103952698713792,0.0379950939008246,0.301907014207486,-0.0196776133019707,0.626261564225075,0.922029792471065,0.0236717031848356,2.13944177534277e-10,9.95305521572506e-10,0.0756526257814782,0.10546629242503,0.352520441038934,0.0106093572091298,0.0646930045622829,0.233586192045495,NA,NA,NA,-0.0268378228434766,0.00836314481093279,0.175232384030699,0.00424441313474255,0.0193340269222666,0.0831746009675727,-0.00173182672487621,0.884200780848352,0.971466867386738,-0.00339615379277608,0.722670341874776,0.871440031931101
"PAX5",0.00594430160347321,0.17860660799704,0.234660533703714,0.00264066514044822,0.28034308535179,0.499188376515898,-0.00299364418068214,0.818576508278743,0.939890724613578,0.0893631903302887,0.443471041076132,0.845329771620234,-0.0220660149099168,2.7618078045071e-05,3.67097434884795e-05,0.197332419446595,0.245310598397458,0.53388308581124,0.00524791872032956,0.226694183763925,0.432742431763961,-0.00172345623551054,0.448865852454324,0.706660429877416,-0.00143892154934901,0.793309515554102,0.9181823096691,0.00782404085385756,0.608234567922754,0.725042303874998,0.00616315680858098,0.712222719950814,0.925291696685334,-0.00435941214758565,0.457280313516453,0.764250863775917
"PCBP1",0.000895332278299493,0.00727719613606983,0.0231359914892031,-0.00871208869803394,0.0213558847775469,0.126031731146324,-0.0139281944409569,0.0155643243389721,0.21962422304897,0.0137473354748627,0.311602235735976,0.736885606862748,0.0269612318944586,8.53676210255215e-10,2.91134197600982e-09,0.0127396814198314,0.260435624832029,0.547826351842395,0.006461852514191,0.473979839128955,0.644208255944662,NA,NA,NA,-0.0174353546493174,0.0335800667636651,0.25059751316168,0.000146238729746083,0.0412884355927694,0.132376396598674,-0.00800602013989612,0.0803995986453402,0.375313643676308,-0.00799650506220081,0.325800623823373,0.701247056991261
"PCBP2",-0.0116951682012737,0.0843532930125335,0.135045414466621,-0.00739311058726069,0.421557131779162,0.623872313569926,0.0133728117551997,0.158130560070818,0.568799734972852,-0.00277712077049205,0.439003087964023,0.845329771620234,0.0905091105084704,1.31410404406778e-07,2.32892973441412e-07,-0.00902971534978536,0.950319766932001,0.987335845884948,-0.0123558600586713,0.354995682408802,0.552345255853169,0.00143487725983452,0.80416297769062,0.901153565960517,-0.00180076330480325,0.622641825827874,0.807203340003746,-0.0127462483395699,0.345960028837089,0.500231722228669,-0.0123873977056458,0.342213425660614,0.71135727445383,0.0210506139828272,0.0500384798545111,0.401017604507784
"PCNP",0.000795283299312263,0.925165888129063,0.934875275260852,0.00860452429574535,0.140595588701817,0.35446575131989,0.00816614196115443,0.120688697208908,0.513209255067708,-0.00812871592741213,0.077468413811496,0.41806230212066,0.0494417122247723,2.42974441918245e-07,4.15141960642751e-07,-0.0344890974070843,0.000415866098931118,0.0152068370175812,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00103188991491873,0.860832441361643,0.891613100766708,0.0135724217528257,0.0452035933288918,0.312073693871301,0.0125015376418523,0.122892576523342,0.513444343138989
"PDE4B",-0.000286829545957074,0.111127667855742,0.165963746593153,-0.00504560908376529,0.522579440119843,0.716721297252641,0.0131969507002918,0.478343915364313,0.785428898067329,0.0363218097392879,0.749974915192906,0.951231049507369,-0.0387973119895086,1.13497533102543e-12,2.99643783319121e-11,0.022450074571557,0.904291390087689,0.964987991173342,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0076237500218943,0.453403405342875,0.586320772682974,-0.00760224193060852,0.682178760157832,0.909923182171532,0.012702569382397,0.534510103855115,0.803186725207818
"PDE4D",-0.0364492629232912,0.000626579093748411,0.00454633411620238,-0.055042823409865,0.0006033071795502,0.0104699277232806,-0.00957188841254597,0.588880759208951,0.832248499117827,0.00861266585734877,0.649993150323327,0.930800108067141,-0.0860766377288225,0.00137226026385042,0.00159167315156635,-0.0412141773425678,0.228025138410105,0.523312922250805,-0.0228207020215658,0.0170789761831046,0.144832540153396,-0.0390631947077487,0.24056096200235,0.526297691516878,-6.39207173669992e-09,0.4867005571703,0.737753360760123,-0.0512503805707606,0.00457982403576508,0.0386661117396414,-0.0745237918740242,0.00414451135061782,0.115089892121003,-0.0173132729393384,0.466689178821368,0.769866820537439
"PDE7A",0.0196119624988811,0.000409073894912384,0.00349007348317654,0.00949966990096816,0.234534053490794,0.46190676183683,-0.0025613305034973,0.871450768781563,0.964518326612603,NA,NA,NA,0.0899436652383248,4.68378687205155e-08,8.7731325218296e-08,-0.00535900788263573,0.977495986181893,0.992882497075497,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0155148068935963,0.0512260229602044,0.152450047782252,0.00740338387502702,0.367954751877449,0.725856095233656,-0.000244409466511747,0.913413134900198,0.964990653271926
"PELI1",-0.0448818302900309,0.00904305983610111,0.0272099211139828,-0.0539230482511905,0.00422322248229,0.0365428446246732,-0.0160402475056303,0.105339330561423,0.485900495884482,0.0840599554466958,0.445323131631059,0.845329771620234,-0.0825788710704289,0.00183181499298477,0.00210192176138735,0.280612359112356,6.19379723573272e-05,0.00377477531533266,-0.0336935761310798,0.0632997819070793,0.233547522909099,-0.0869774791568734,0.00102363534272985,0.0522848357835356,-0.0249161762035204,0.304226173923646,0.614867960701152,-0.0505940331203598,0.131651575549323,0.269188750946734,-0.0437524595992524,0.0174449260609511,0.214968234921122,0.00281638249398761,0.16932224016168,0.5644074672056
"PET100",0.0020614389313713,0.00285444901305686,0.012024366467502,-0.01151897372577,0.249109746277694,0.472575842203273,-0.0138006715730892,0.084290116778566,0.417785796206805,-0.00637926175063136,0.592128100252208,0.89751135776727,0.0286925956722364,7.26963066034866e-11,4.38754428853233e-10,-0.0340413904452047,5.83357838136409e-06,0.000711048387150712,-0.0228395866038216,0.0091625168637095,0.105704157964258,-0.024296238496226,0.40205890533674,0.672505328184513,-0.0145576025234707,0.824499865616645,0.930586755774994,0.0132314462970726,0.0531529169873202,0.154481220274185,-0.00856092704530015,0.491762514205731,0.808575287276236,-0.00831295540305443,0.0460482971988132,0.394666844990065
"PFDN5",0.00635245425473496,0.153666100166751,0.209657796583786,-0.0423200026255191,0.0428616034008752,0.181966358577536,-0.0358414814896381,0.110396139357564,0.494811968039878,0.00158324193003012,0.974850913018038,0.987969552978075,-0.0132665579723026,7.72070705271458e-13,2.74108118775751e-11,0.0072445550227857,0.95781838553828,0.988062281044824,0.0126505822261142,0.800002665209417,0.860002865100123,-0.0404609648533396,0.0434994551907966,0.271473502197347,-0.0668026354702407,0.0191309538860745,0.208351244553177,0.00646896154060111,0.411274653078148,0.546359320896855,-0.0341424832185897,0.152083715235952,0.519579380443331,-0.00378165741820735,0.696707510059109,0.863236538728903
"PFN1",0.00616618135071784,0.00994862310216834,0.0289024653916442,0.00623722729205645,0.0332761707937375,0.158986149347857,0.000323667397594596,0.940283611840663,0.977013440428189,-0.00579209717646273,0.63318142502678,0.922029792471065,0.248606502488409,2.25698858264179e-11,1.83998307308702e-10,0.0534054529626928,0.538990285070459,0.76589681699779,-0.0142808437149447,0.714354769314374,0.806994523535908,0.0178485778556678,0.267413965560608,0.537133223927773,0.0363693384540631,0.286234482725405,0.60310764249446,0.0178025116458626,0.013756147617671,0.0687016797687134,0.00529203055001132,0.432916269648805,0.789306936076861,-0.0119439112079426,0.325748163559725,0.701247056991261
"PIAS1",-0.0146123503447528,0.00675330514606484,0.0221427524464245,-0.0130388036408314,0.219076719924204,0.441576513597224,0.0125161541067729,0.0458900666035916,0.31546592362072,-0.0141000527383717,0.256895365372435,0.687249994543351,0.0387644570715956,1.89555206126877e-10,8.95710667032634e-10,-0.0462064064080071,0.349605543421268,0.634547236253121,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0178788911819031,0.0062206893720063,0.0454685919488033,-0.0144543713065382,0.164393016325326,0.531455631881576,0.0161460839028663,0.0661514280504286,0.428273192496658
"PLAC8",0.0110370591367864,0.0754942879687834,0.125327955889064,0.00664656666793806,0.126978175367855,0.334556087369408,0.00171349707454461,0.527641243559701,0.80754033932913,-0.000132665998585677,0.931374398736231,0.987322337241211,-0.0156612689328041,5.36045820518296e-06,7.67316425357293e-06,-0.000995162374713102,0.882686665621031,0.95856603508851,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0108755972776832,0.183578952605937,0.336561413110885,0.003860147589992,0.436536015279292,0.791455224084126,-0.000650926376321637,0.164946127247489,0.558907946343672
"PLPP5",0.00657891790997056,0.25556731097591,0.317808796305836,-0.00541106836672518,0.811814258895863,0.891207239811103,0.00135218572658695,0.579991552474565,0.829555823611665,-0.00275335795622471,0.118179236766889,0.495965118461954,0.147367896229177,3.59609746160837e-09,9.35641163263454e-09,1.6178317368313,0.0133311527055243,0.132597824230279,0.00239315232967818,0.532119591280305,0.678416621767074,NA,NA,NA,-0.0250144120436764,0.313107165708609,0.614867960701152,0.0101341117197631,0.43509712469016,0.570285673236424,-0.00102615089374127,0.926423791201974,0.981747459259583,0.0139975059511266,0.337639474382335,0.714480535677976
"PMAIP1",-0.0167753376321425,0.0827513962712206,0.133431677241155,-0.0150990161449764,0.116429866090265,0.324042061211317,-0.00576011081620895,0.49655525995061,0.791638544998285,-0.0227924746024095,0.0496321251050055,0.361275701345738,-0.0082052857672818,2.94499555565272e-08,5.7424059126167e-08,0.0513238645209115,0.0621146300400789,0.27147310419907,0.0103255478577985,0.508098816822031,0.663897072808896,-0.00188922431304432,0.563025422671303,0.783193573029335,-0.0115365060753343,0.31481239587899,0.614867960701152,-0.0380610269294424,0.0025360271331478,0.0272546404839505,-0.0212144427614682,0.0164718885349083,0.207430875387276,-0.00415761601068233,0.365229605496237,0.732879876145587
"PNISR",0.00880040219853222,0.1328725234997,0.188143026972265,0.00202344868242255,0.977329792837322,0.986556975806663,-0.00941737930708794,0.494966556202085,0.791638544998285,-0.0464219633464829,0.347997164571041,0.766075279351734,0.164842721123252,1.66222781102136e-12,3.84558650333589e-11,-0.0517465756321071,0.114548094577909,0.362130431561862,0.0401952501408741,0.0329889928999496,0.180548622530085,-0.000152539284977604,0.987231950258154,0.998264022325069,-0.0631575963051767,0.0365466009302935,0.258729759451064,-0.00163677051688128,0.649517957031669,0.757625643839624,0.00247559375621101,0.863247495770965,0.964167712347285,0.00791663352352699,0.477134820476174,0.776910616046052
"POLR2L",0.00670861146563452,0.365445731002694,0.423213784700715,NA,NA,NA,-0.00578665467987515,0.355420417803831,0.710643967697232,0.000499966038660843,0.898444227522741,0.985123654581861,-0.0328658577894534,0.00456675908665938,0.00510332347020943,-0.0181373659599054,0.20088290132363,0.482206876919085,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00426996523905868,0.71893831306729,0.807603635976286,-0.0107033997484226,0.25402503317739,0.619615114709714,-0.0122629722700018,0.11035411908111,0.496813364787467
"POMP",0.0051595217684311,0.131935861063981,0.187210042857102,0.0167062079949894,0.0260016972773386,0.142732721224539,0.00894407701829997,0.170582825210357,0.582450269729629,-0.0288826843923798,0.162916423677401,0.565614777394704,0.148775162669974,2.08971912800257e-08,4.25904660373858e-08,0.046821066540476,0.359911457528396,0.637107218211176,0.00670325144752773,0.905080802175856,0.934723186526594,0.0253087493199138,0.207652446368154,0.491198172627207,0.0351257716450492,0.273245290806222,0.595158792547119,0.00734824236917829,0.234832396249551,0.39319721067603,0.0111384305930879,0.359621672723626,0.720321675638947,-0.000362719167661757,0.76462138311065,0.890021899455248
"POU2F2",0.00449076286618065,0.00108557836942291,0.00647504266363751,0.0027029560311854,0.592310247757336,0.759410491597944,-0.00528508009764393,0.193678141928695,0.591474047602982,0.0372751574416913,0.555339835695958,0.869161050124925,-0.0356911643776876,0.0194701073519587,0.0206012507951504,-0.031385528672263,0.189189631649637,0.463261218570652,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00756947969243051,0.187026794224088,0.339890990257674,0.0036333933209365,0.828460680531682,0.955508963808106,-0.00464359174189233,0.78948138648373,0.900617254086602
"PPDPF",-0.00757900298445087,0.164357889961397,0.22067174867327,-0.00508769332916058,0.658426419855351,0.803820266511107,-0.0112334297961927,0.222404045005998,0.611457688783771,-0.052300868648522,0.225654750947002,0.667366833562672,-0.0127931522887267,7.31974943919092e-12,8.5724615956119e-11,1.49924109169011,0.00297310222085788,0.0582409488621624,0.00403168607012026,0.694189707755004,0.789307047519511,0.00129941608340295,0.71761430602514,0.863898057603943,0.000890617287955517,0.854007550147425,0.948074881359799,-0.0177392540594449,0.255369703844632,0.410956060446269,-0.0118165563324865,0.439628939006223,0.791455224084126,-0.0209115754245705,0.227684220502205,0.631800856146727
"PPIA",0.00807793414060512,0.0339840203531937,0.0694097870244017,0.0193576179352087,0.00398974997586541,0.0363301938978803,0.00592314851397653,0.131031426892498,0.539276855315496,0.033802498373969,0.0416723190365732,0.345032273036995,-0.0203024080220029,4.78951662403211e-05,6.2307389516284e-05,-0.0393232734711526,0.0295030439390468,0.198660747183935,0.0105834429987616,0.427910068513553,0.609790077210248,0.0312115710835581,0.0180369979269975,0.194623042461875,0.00510067713967101,0.508848622023982,0.746112349008772,0.00815232535413235,0.0873005967568585,0.213101737589073,0.0213823609973978,0.0478298168458692,0.321737215180599,0.00614276844196648,0.678839536836343,0.863236538728903
"PPIG",0.00601126834066309,0.287582104822615,0.350499758349868,0.0104020367710934,0.0530327510539936,0.201212496646035,-0.00223540817952213,0.559198195147665,0.825839415440878,0.0182802587435846,0.627644576431924,0.922029792471065,-0.0200974540796886,4.04539120478025e-05,5.31112710320842e-05,-0.0209773607931314,0.334545496536913,0.625714437844778,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0086864606224532,0.196047700817904,0.349109532808931,0.0123534305866327,0.0765969373596031,0.368835942567054,-0.00356719990660253,0.722261418919732,0.871440031931101
"PPP1CA",0.00746846611525961,0.000717960175757119,0.00488793089353837,0.0101508246869123,0.026328063127803,0.143506484936053,-0.00757063626550151,0.388427044846959,0.743320819635188,NA,NA,NA,-0.00506739012075248,4.72588954471908e-11,3.24970378403468e-10,-0.00420058104176021,0.124392716799678,0.382237563947471,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013161697267239,0.00159851115719837,0.0215532698093104,0.0160882509855645,0.0130123943252591,0.180692665180486,-0.00587642679735234,0.326426100002211,0.701257591259502
"PPP3CA",-0.0123635564628027,0.0449895533262304,0.0846729576796647,-0.0049519918069782,0.759697765955455,0.863039203676677,0.00907584482080145,0.152224169383557,0.568799734972852,-0.036074842384315,0.451378139703056,0.849905874651083,0.0688058860413619,1.73147642775188e-09,5.07583500738223e-09,-0.0423238040629817,0.263295031382803,0.548057997358376,-0.00994488614237929,0.0793327342333147,0.269959592031352,0.014343261390304,0.572530295252556,0.791688776224603,0.0245393426219377,0.122577888561056,0.41608129360172,-0.0179032414999367,0.148787785811151,0.298606433879655,-0.0166263322238213,0.0648365400994272,0.351089864638398,0.0130853339898005,0.219256544556194,0.61834715736715
"PRDM2",-0.0136305679208428,0.00214565381748302,0.0100428518957191,-0.0178223995516597,0.325862037051877,0.54123866239947,0.00748231754659542,0.573292644978984,0.827283057311445,-0.0255468089593172,0.532998797463478,0.863402730231107,-0.000595368166550897,5.09279972714509e-11,3.4326272176663e-10,0.0119042723494409,0.444388499195238,0.717139470956535,-0.00165551507282546,0.111360919755594,0.321181189295098,-0.0183493919896098,0.175490516288771,0.464799389842739,-0.0113424732307842,0.243445219631968,0.565772964360541,-0.0196433066260157,0.025853807374154,0.0998531493695102,-0.00622028730534427,0.871128604580322,0.964654681759192,0.026020112378076,0.111809665928202,0.499387045450074
"PRKCB",-0.0252320990906563,0.1529414206122,0.209092327571242,-0.0110095903949798,0.522226290858176,0.716721297252641,-0.00503666067673747,0.521996828221814,0.80754033932913,0.0544402712522808,0.76719558467848,0.951231049507369,-0.154673848577457,3.83950003018842e-08,7.33618755768144e-08,-0.129552048496665,0.0619486439835375,0.27147310419907,-0.0293468494290873,0.284391729458012,0.488776281094636,0.00459563061289076,0.708203257150165,0.859434161020773,0.00289704130450968,0.80259950611104,0.922528167943724,-0.0140766561201693,0.689190972589266,0.782884908732121,-0.0118716616063064,0.495057581468564,0.808575287276236,-0.0116649439505028,0.300052405113437,0.700109899933307
"PRKCE",-0.00783303943000466,0.276365248716156,0.338058398611051,-0.00989449019311375,0.311374423379094,0.527360620777722,0.0118595191800727,0.554858953895261,0.82453900411251,0.0116818171954583,0.544252629533054,0.863402730231107,-0.094913297064642,7.60422381314459e-07,1.20989137250033e-06,0.0722165293861139,0.497506715608268,0.742104552942516,-0.0042019716987569,0.864376885307728,0.908556148334567,-0.00817334107350336,0.754909737769702,0.881674029575642,0.00220432365069538,0.938409366539523,0.968508195408965,-0.00643076564213685,0.130101860693796,0.267911177589831,-0.00481811592762452,0.304307383392444,0.661672196088702,0.014969847842886,0.547151674562489,0.806781260594022
"PRPF38B",-0.00746504797039094,0.0802917645736465,0.130401564632862,-0.0113411592973313,0.2172427533597,0.440172489791643,-0.00906357117568747,0.259836565377834,0.643249737277542,0.0125305487233411,0.683324428353011,0.951231049507369,-0.0428753936712425,0.0481301331382073,0.0493405915764137,-0.01072198495339,0.107700120586713,0.352520441038934,-0.0153227506683676,0.113702377512271,0.323983280501832,-0.0385971490103579,0.0112405630643524,0.149660068228234,NA,NA,NA,-0.00303618300608479,0.390183236942921,0.536017426185602,-0.000800458341766876,0.558501883196515,0.841436340494704,-3.18125773807534e-05,0.860229384595051,0.936473222150682
"PRR13",0.00583803385313256,0.492275487509473,0.536015635834224,0.00511783020002302,0.678047337155109,0.811922397868355,0.00469051777134372,0.4467703050781,0.76507017908224,0.00399088284322014,0.789935992625175,0.951231049507369,-0.0309871244103005,5.10402899436541e-09,1.25187645248619e-08,-0.00947509762134648,0.234199729541621,0.529994880799233,0.0168830895326904,0.486752977454024,0.650378978349585,0.056047450097316,0.192231209250175,0.473966896881383,0.0154224886901329,0.233854337696529,0.557596454925243,0.00244034983614129,0.835628412280977,0.878066614597545,-0.0027679104564015,0.657863148270632,0.891696858043923,-0.00453432346047379,0.793818393867483,0.900617254086602
"PRRC2C",-0.0165600613397596,0.000770415087081629,0.00514118582864374,-0.00909211816898106,0.41785339937418,0.621958713683876,0.007984820335735,0.508051679024793,0.80117874931808,0.0383434017344796,0.488094439280658,0.849905874651083,-0.0648722237917165,0.00246905232014343,0.00281425936889851,1.65312850885507,0.0297967567704135,0.198660747183935,-0.00371472622012079,0.0180657925349902,0.144832540153396,-0.00831269155826524,0.265347205233248,0.537133223927773,5.15629335300679e-11,0.0718867189310786,0.333264810016334,-0.0194041473567953,0.00161278304117971,0.0215532698093104,-0.00181446106744197,0.462047847038751,0.798778598944518,0.0170524191363789,0.0669378058872449,0.428273192496658
"PSMA2",0.00549793937463734,0.0240129186680336,0.0546780648049144,NA,NA,NA,-0.000287446129564099,0.955398738307643,0.981220325829471,NA,NA,NA,-0.00515180721722107,5.00852198820369e-09,1.23323163437674e-08,-0.0217844324604023,0.0456111165618917,0.232656490102786,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0125353906473653,0.00482283415719042,0.0393762212328802,0.00783718834977472,0.258970467827839,0.624631689298532,-0.0016114821055329,0.759686011195745,0.890021899455248
"PSMA4",0.00497969452754028,0.0400332229956807,0.0774839911137365,0.00432979740011795,0.247275189692109,0.472575842203273,-0.00114746264685912,0.774828740101337,0.924235178775586,NA,NA,NA,-0.0227862858398407,9.33941426561001e-06,1.30204211911436e-05,-0.00527291500138331,0.919485159488818,0.970206060790225,0.00110181984735085,0.138233303137089,0.345948954411868,-0.00450266582256599,0.546726252795236,0.769711280370332,0.00107901968622052,0.813805648668365,0.929001882041513,0.00930053015406955,0.0633353883065396,0.173076894460324,0.00777434290709821,0.191980928604974,0.567458768246428,-0.00338605081932603,0.810598646645884,0.909609206265987
"PSMA7",0.0146584200244923,0.00137380132598946,0.00752798450176339,0.00231428621593243,0.167157447758532,0.394450806600927,-0.00778638021723894,0.140337596829039,0.555103493970836,-0.0304714424436445,0.444031421066213,0.845329771620234,-0.0124947852183134,1.65600662838011e-10,8.00879610165543e-10,-0.0170439123573592,0.840369673517425,0.930752910557484,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010941731537528,0.205989503173514,0.359447546702377,0.0014358183271953,0.975350335734122,0.996313634508831,-0.00422311610823207,0.799321384405608,0.903233164378337
"PSMB3",0.000676905389933674,0.033263600834901,0.068175010968908,NA,NA,NA,0.000458398869436445,0.886694526259295,0.965324544400712,NA,NA,NA,0.0123711402502368,2.10111252253312e-07,3.62725170083909e-07,0.00122560316470746,0.0133264855327197,0.132597824230279,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00373804193637298,0.30830338557948,0.462721316180601,0.0026577490593999,0.637721354451333,0.880340396372671,-0.0014692738841965,0.288617621235151,0.689509327686513
"PSMB9",0.00709581017835308,0.191340436876908,0.24873831347109,0.00336802964416955,0.542384125645604,0.727565534228245,-0.00589287939579956,0.568078537461606,0.826462506594803,0.00432819591181004,0.742026722945463,0.951231049507369,0.00301690119432552,1.06088992696382e-05,1.46000285768654e-05,0.0185770871663716,0.823980781402881,0.9292811521975,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00891638390470154,0.156786722397752,0.307893573468574,0.00186295811601881,0.757947469100696,0.934479742099328,-0.00805159352968268,0.541830292539441,0.805243061091129
